Tahun,Provinsi,Kabupaten/Kota,Timbulan Sampah Tahunan(ton),Plastik(%),Estimasi_Timbulan_Plastik_Ton,Capaian_Timbulan_A,Capaian_Pengurangan_B,Capaian_Penanganan_C,Capaian_Terkelola_BC,Capaian_DaurUlang_D,Recycling_Rate,Estimasi_DaurUlang_Plastik_Ton,Estimasi_Plastik_Terkelola_Ton,TPS3R_SampahMasuk,TPS3R_SampahTerkelola,TPA_SampahMasuk,TPA_SampahLandfill,Penduduk
2024,Jawa Timur,Kota Pasuruan,54335.88,30.21,16414.869348,245057.2,0.13,20081.83,20081.96,0.0,6.18,0.0,6066.760116,29463.53,14661.85,51571.22,44271.22,
2024,Jawa Timur,Kota Pasuruan,54335.88,30.21,16414.869348,245057.2,0.13,20081.83,20081.96,0.0,6.18,0.0,6066.760116,29463.53,14661.85,36646.0,36646.0,
2024,Jawa Timur,Kota Pasuruan,54335.88,30.21,16414.869348,245057.2,0.13,20081.83,20081.96,0.0,6.18,0.0,6066.760116,14600.0,659.3,51571.22,44271.22,
2024,Jawa Timur,Kota Pasuruan,54335.88,30.21,16414.869348,245057.2,0.13,20081.83,20081.96,0.0,6.18,0.0,6066.760116,14600.0,659.3,36646.0,36646.0,
2024,Jawa Timur,Kota Pasuruan,54335.88,30.21,16414.869348,54335.88,0.0,47900.61,47900.61,0.0,20.71,0.0,14470.774281000002,29463.53,14661.85,51571.22,44271.22,
2024,Jawa Timur,Kota Pasuruan,54335.88,30.21,16414.869348,54335.88,0.0,47900.61,47900.61,0.0,20.71,0.0,14470.774281000002,29463.53,14661.85,36646.0,36646.0,
2024,Jawa Timur,Kota Pasuruan,54335.88,30.21,16414.869348,54335.88,0.0,47900.61,47900.61,0.0,20.71,0.0,14470.774281000002,14600.0,659.3,51571.22,44271.22,
2024,Jawa Timur,Kota Pasuruan,54335.88,30.21,16414.869348,54335.88,0.0,47900.61,47900.61,0.0,20.71,0.0,14470.774281000002,14600.0,659.3,36646.0,36646.0,
2024,Jawa Timur,Kota Mojokerto,36226.07,21.07,7632.832949,164117.17,9791.91,77285.3,87077.2,0.0,23.74,0.0,18347.16604,16552.79,12701.97,38316.6,36604.75,
2024,Jawa Timur,Kota Mojokerto,36226.07,21.07,7632.832949,164117.17,9791.91,77285.3,87077.2,0.0,23.74,0.0,18347.16604,16552.79,12701.97,28824.05,28721.85,
2024,Jawa Timur,Kota Mojokerto,36226.07,21.07,7632.832949,164117.17,9791.91,77285.3,87077.2,0.0,23.74,0.0,18347.16604,2961.76,128.06,38316.6,36604.75,
2024,Jawa Timur,Kota Mojokerto,36226.07,21.07,7632.832949,164117.17,9791.91,77285.3,87077.2,0.0,23.74,0.0,18347.16604,2961.76,128.06,28824.05,28721.85,
2024,Jawa Timur,Kota Mojokerto,36226.07,21.07,7632.832949,36226.07,1802.08,32728.85,34530.93,122.97,11.12,25.909779,7275.666951,16552.79,12701.97,38316.6,36604.75,
2024,Jawa Timur,Kota Mojokerto,36226.07,21.07,7632.832949,36226.07,1802.08,32728.85,34530.93,122.97,11.12,25.909779,7275.666951,16552.79,12701.97,28824.05,28721.85,
2024,Jawa Timur,Kota Mojokerto,36226.07,21.07,7632.832949,36226.07,1802.08,32728.85,34530.93,122.97,11.12,25.909779,7275.666951,2961.76,128.06,38316.6,36604.75,
2024,Jawa Timur,Kota Mojokerto,36226.07,21.07,7632.832949,36226.07,1802.08,32728.85,34530.93,122.97,11.12,25.909779,7275.666951,2961.76,128.06,28824.05,28721.85,
2024,Jawa Timur,Kota Mojokerto,36226.07,38.8,14055.715159999998,164117.17,9791.91,77285.3,87077.2,0.0,23.74,0.0,33785.95359999999,16552.79,12701.97,38316.6,36604.75,
2024,Jawa Timur,Kota Mojokerto,36226.07,38.8,14055.715159999998,164117.17,9791.91,77285.3,87077.2,0.0,23.74,0.0,33785.95359999999,16552.79,12701.97,28824.05,28721.85,
2024,Jawa Timur,Kota Mojokerto,36226.07,38.8,14055.715159999998,164117.17,9791.91,77285.3,87077.2,0.0,23.74,0.0,33785.95359999999,2961.76,128.06,38316.6,36604.75,
2024,Jawa Timur,Kota Mojokerto,36226.07,38.8,14055.715159999998,164117.17,9791.91,77285.3,87077.2,0.0,23.74,0.0,33785.95359999999,2961.76,128.06,28824.05,28721.85,
2024,Jawa Timur,Kota Mojokerto,36226.07,38.8,14055.715159999998,36226.07,1802.08,32728.85,34530.93,122.97,11.12,47.71236,13398.000839999999,16552.79,12701.97,38316.6,36604.75,
2024,Jawa Timur,Kota Mojokerto,36226.07,38.8,14055.715159999998,36226.07,1802.08,32728.85,34530.93,122.97,11.12,47.71236,13398.000839999999,16552.79,12701.97,28824.05,28721.85,
2024,Jawa Timur,Kota Mojokerto,36226.07,38.8,14055.715159999998,36226.07,1802.08,32728.85,34530.93,122.97,11.12,47.71236,13398.000839999999,2961.76,128.06,38316.6,36604.75,
2024,Jawa Timur,Kota Mojokerto,36226.07,38.8,14055.715159999998,36226.07,1802.08,32728.85,34530.93,122.97,11.12,47.71236,13398.000839999999,2961.76,128.06,28824.05,28721.85,
2024,Jawa Timur,Kota Madiun,45287.39,19.7,8921.615829999999,107927.58,538.96,43371.84,43910.8,0.0,25.11,0.0,8650.427599999999,5320.09,5320.0,16268.05,10716.4,
2024,Jawa Timur,Kota Madiun,45287.39,19.7,8921.615829999999,107927.58,538.96,43371.84,43910.8,0.0,25.11,0.0,8650.427599999999,5320.09,5320.0,33762.5,32601.8,
2024,Jawa Timur,Kota Madiun,45287.39,19.7,8921.615829999999,107927.58,538.96,43371.84,43910.8,0.0,25.11,0.0,8650.427599999999,10117.8,214.82000000000002,16268.05,10716.4,
2024,Jawa Timur,Kota Madiun,45287.39,19.7,8921.615829999999,107927.58,538.96,43371.84,43910.8,0.0,25.11,0.0,8650.427599999999,10117.8,214.82000000000002,33762.5,32601.8,
2024,Jawa Timur,Kota Madiun,45287.39,19.7,8921.615829999999,45287.39,86.4,10355.88,10442.28,17.52,22.1,3.4514399999999994,2057.12916,5320.09,5320.0,16268.05,10716.4,
2024,Jawa Timur,Kota Madiun,45287.39,19.7,8921.615829999999,45287.39,86.4,10355.88,10442.28,17.52,22.1,3.4514399999999994,2057.12916,5320.09,5320.0,33762.5,32601.8,
2024,Jawa Timur,Kota Madiun,45287.39,19.7,8921.615829999999,45287.39,86.4,10355.88,10442.28,17.52,22.1,3.4514399999999994,2057.12916,10117.8,214.82000000000002,16268.05,10716.4,
2024,Jawa Timur,Kota Madiun,45287.39,19.7,8921.615829999999,45287.39,86.4,10355.88,10442.28,17.52,22.1,3.4514399999999994,2057.12916,10117.8,214.82000000000002,33762.5,32601.8,
2024,Jawa Timur,Kota Madiun,45287.39,16.9,7653.568909999999,107927.58,538.96,43371.84,43910.8,0.0,25.11,0.0,7420.9252,5320.09,5320.0,16268.05,10716.4,
2024,Jawa Timur,Kota Madiun,45287.39,16.9,7653.568909999999,107927.58,538.96,43371.84,43910.8,0.0,25.11,0.0,7420.9252,5320.09,5320.0,33762.5,32601.8,
2024,Jawa Timur,Kota Madiun,45287.39,16.9,7653.568909999999,107927.58,538.96,43371.84,43910.8,0.0,25.11,0.0,7420.9252,10117.8,214.82000000000002,16268.05,10716.4,
2024,Jawa Timur,Kota Madiun,45287.39,16.9,7653.568909999999,107927.58,538.96,43371.84,43910.8,0.0,25.11,0.0,7420.9252,10117.8,214.82000000000002,33762.5,32601.8,
2024,Jawa Timur,Kota Madiun,45287.39,16.9,7653.568909999999,45287.39,86.4,10355.88,10442.28,17.52,22.1,2.9608799999999995,1764.74532,5320.09,5320.0,16268.05,10716.4,
2024,Jawa Timur,Kota Madiun,45287.39,16.9,7653.568909999999,45287.39,86.4,10355.88,10442.28,17.52,22.1,2.9608799999999995,1764.74532,5320.09,5320.0,33762.5,32601.8,
2024,Jawa Timur,Kota Madiun,45287.39,16.9,7653.568909999999,45287.39,86.4,10355.88,10442.28,17.52,22.1,2.9608799999999995,1764.74532,10117.8,214.82000000000002,16268.05,10716.4,
2024,Jawa Timur,Kota Madiun,45287.39,16.9,7653.568909999999,45287.39,86.4,10355.88,10442.28,17.52,22.1,2.9608799999999995,1764.74532,10117.8,214.82000000000002,33762.5,32601.8,
2024,Jawa Timur,Kota Surabaya,660946.82,22.01,145474.395082,660946.82,1736.77,650464.41,652201.17,1679.0,13.8,369.5479,143549.47751700002,20619.35,9752.02,205510.51,205510.51,
2024,Jawa Timur,Kota Batu,52910.59,1.01,534.3969589999999,52910.59,17.76,40138.67,40156.43,0.0,25.5,0.0,405.579943,15658.5,4134.0,26645.0,26627.87,
2024,Banten,Kab. Pandeglang,191663.84,17.02,32621.185567999997,191663.84,0.0,659.21,659.21,0.0,0.1,0.0,112.197542,7.19,7.19,74481.90000000001,74029.3,
2024,Banten,Kab. Lebak,223608.34,15.0,33541.251,223608.34,104.14,29599.65,29703.79,0.0,3.44,0.0,4455.5685,2190.0,2007.5,45260.0,44530.0,
2024,Banten,Kab. Serang,438206.52,0.0,0.0,438206.52,0.0,4056.12,4056.12,0.0,0.93,0.0,0.0,,,16148.01,16148.01,
2024,Banten,Kab. Serang,438206.52,0.0,0.0,438206.52,0.0,4056.12,4056.12,0.0,0.93,0.0,0.0,,,135933.3,93681.63,
2024,Banten,Kab. Serang,438206.52,0.0,0.0,225318.46,0.41,22774.72,22775.13,0.0,9.62,0.0,0.0,,,16148.01,16148.01,
2024,Banten,Kab. Serang,438206.52,0.0,0.0,225318.46,0.41,22774.72,22775.13,0.0,9.62,0.0,0.0,,,135933.3,93681.63,
2024,Banten,Kab. Serang,438206.52,20.55,90051.43986000001,438206.52,0.0,4056.12,4056.12,0.0,0.93,0.0,833.5326600000001,,,16148.01,16148.01,
2024,Banten,Kab. Serang,438206.52,20.55,90051.43986000001,438206.52,0.0,4056.12,4056.12,0.0,0.93,0.0,833.5326600000001,,,135933.3,93681.63,
2024,Banten,Kab. Serang,438206.52,20.55,90051.43986000001,225318.46,0.41,22774.72,22775.13,0.0,9.62,0.0,4680.289215000001,,,16148.01,16148.01,
2024,Banten,Kab. Serang,438206.52,20.55,90051.43986000001,225318.46,0.41,22774.72,22775.13,0.0,9.62,0.0,4680.289215000001,,,135933.3,93681.63,
2024,Banten,Kota Tangerang,798405.91,19.66,156966.601906,798405.91,1064.97,241440.94,242505.91,0.0,27.68,0.0,47676.661906,2553.1499999999996,1214.72,551880.0,551880.0,
2024,Banten,Kota Cilegon,131735.68,19.46,25635.763327999997,131735.68,0.0,2687.52,2687.52,0.0,2.04,0.0,522.991392,15.7,15.7,110595.0,110230.0,
2024,Banten,Kota Serang,225318.46,0.0,0.0,438206.52,0.0,4056.12,4056.12,0.0,0.93,0.0,0.0,,,16148.01,16148.01,
2024,Banten,Kota Serang,225318.46,0.0,0.0,438206.52,0.0,4056.12,4056.12,0.0,0.93,0.0,0.0,,,135933.3,93681.63,
2024,Banten,Kota Serang,225318.46,0.0,0.0,225318.46,0.41,22774.72,22775.13,0.0,9.62,0.0,0.0,,,16148.01,16148.01,
2024,Banten,Kota Serang,225318.46,0.0,0.0,225318.46,0.41,22774.72,22775.13,0.0,9.62,0.0,0.0,,,135933.3,93681.63,
2024,Banten,Kota Serang,225318.46,20.55,46302.943530000004,438206.52,0.0,4056.12,4056.12,0.0,0.93,0.0,833.5326600000001,,,16148.01,16148.01,
2024,Banten,Kota Serang,225318.46,20.55,46302.943530000004,438206.52,0.0,4056.12,4056.12,0.0,0.93,0.0,833.5326600000001,,,135933.3,93681.63,
2024,Banten,Kota Serang,225318.46,20.55,46302.943530000004,225318.46,0.41,22774.72,22775.13,0.0,9.62,0.0,4680.289215000001,,,16148.01,16148.01,
2024,Banten,Kota Serang,225318.46,20.55,46302.943530000004,225318.46,0.41,22774.72,22775.13,0.0,9.62,0.0,4680.289215000001,,,135933.3,93681.63,
2024,Bali,Kab. Jembrana,60106.92,19.04,11444.357568,60106.92,92.86,15953.77,16046.63,3.65,21.63,0.6949599999999999,3055.278352,4088.0,2613.4,31025.0,25878.5,
2024,Bali,Kab. Tabanan,86571.07,10.51,9098.619457,86571.07,0.0,805.74,805.74,0.0,0.93,0.0,84.683274,27413.33,598.26,27663.35,18819.4,
2024,Bali,Kab. Badung,199810.15,28.4,56746.082599999994,199810.15,0.0,146616.85,146616.85,0.0,30.72,0.0,41639.185399999995,74292.56,48166.57,85227.5,85227.5,
2024,Bali,Kab. Gianyar,205129.64,18.93,38831.040852,205129.64,0.0,36908.8,36908.8,0.0,17.99,0.0,6986.835840000001,18377.75,18341.25,145886.85,145886.85,
2024,Bali,Kab. Klungkung,40829.45,11.19,4568.815455,40829.45,0.3,17225.14,17225.44,0.0,41.86,0.0,1927.5267359999998,12446.5,9639.29,14138.27,14138.27,
2024,Bali,Kab. Bangli,41557.88,10.32,4288.773216,41557.88,1562.75,6788.15,8350.9,1459.38,19.84,150.60801600000002,861.81288,268.67,268.67,27130.45,26363.95,
2024,Bali,Kab. Karangasem,102643.48,8.0,8211.4784,102643.48,15.7,6262.4,6278.09,15.7,6.12,1.256,502.2472,52.93,49.28,9125.0,9125.0,
2024,Bali,Kab. Buleleng,150779.68,14.11,21275.012848,150779.68,0.0,103495.1,103495.1,0.0,8.73,0.0,14603.15861,5370.98,5115.48,90337.5,89855.7,
2024,Bali,Kota Denpasar,366806.75,11.83,43393.238525,366806.75,102.23,63003.96,63106.19,102.23,17.2,12.093809,7465.4622770000005,76371.16,25080.84,290842.96,290842.96,
2024,Nusa Tenggara Barat,Kab. Lombok Barat,110031.59,5.6,6161.769039999999,110031.59,0.0,37047.24,37047.24,0.0,4.83,0.0,2074.64544,226.3,226.3,31736.75,10789.4,
2024,Nusa Tenggara Barat,Kab. Lombok Timur,203141.77,19.0,38596.9363,,,,,,,,,985.5,949.0,39493.0,38580.5,
2024,Nusa Tenggara Barat,Kab. Sumbawa,95996.46,20.34,19525.679964000003,,,,,,,,,17.03,17.03,52779.0,52775.34,
2024,Nusa Tenggara Barat,Kab. Sumbawa Barat,22664.31,46.0,10425.582600000002,22664.31,0.0,5526.22,5526.22,0.0,24.24,0.0,2542.0612,,,5774.3,5449.450000000001,
2024,Nusa Tenggara Barat,Kab. Lombok Utara,39708.06,15.0,5956.209,39708.06,304.28,1157.52,1461.8,0.0,2.92,0.0,219.26999999999998,968.35,537.49,22048.6,21963.4,
2024,Nusa Tenggara Timur,Kab. Kupang,56970.66,12.0,6836.4792,56970.66,0.02,0.0,0.02,0.02,0.0,0.0024,0.0024,14.6,14.6,60236.11,59652.11,
2024,Nusa Tenggara Timur,Kab. Kupang,56970.66,12.0,6836.4792,85160.34,0.0,6876.46,6876.46,0.0,8.07,0.0,825.1752,14.6,14.6,60236.11,59652.11,
2024,Nusa Tenggara Timur,Kab. Kupang,56970.66,19.5,11109.2787,56970.66,0.02,0.0,0.02,0.02,0.0,0.0039000000000000003,0.0039000000000000003,14.6,14.6,60236.11,59652.11,
2024,Nusa Tenggara Timur,Kab. Kupang,56970.66,19.5,11109.2787,85160.34,0.0,6876.46,6876.46,0.0,8.07,0.0,1340.9097000000002,14.6,14.6,60236.11,59652.11,
2024,Nusa Tenggara Timur,Kab. Timor Tengah Utara,40019.18,25.0,10004.795,40019.18,0.0,6.0,6.0,0.0,0.01,0.0,1.5,,,,,
2024,Nusa Tenggara Timur,Kab. Belu,33791.99,16.0,5406.7184,33791.99,0.0,219.0,219.0,0.0,0.65,0.0,35.04,730.0,219.0,15176.7,15176.7,
2024,Nusa Tenggara Timur,Kab. Alor,33090.32,22.73,7521.429736,33090.32,0.0,3294.49,3294.49,0.0,9.96,0.0,748.837577,,,4095.3,4095.3,
2024,Nusa Tenggara Timur,Kab. Flores Timur,75944.82,18.01,13677.662082000003,75944.82,0.0,1081.81,1081.81,0.0,1.42,0.0,194.833981,,,8672.4,8672.4,
2024,Nusa Tenggara Timur,Kab. Sikka,48962.56,19.5,9547.6992,48962.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,9417.0,9234.5,
2024,Nusa Tenggara Timur,Kab. Ende,40337.9,14.0,5647.3060000000005,40337.9,0.0,10.8,10.8,0.0,0.03,0.0,1.5120000000000002,,,14600.0,14600.0,
2024,Nusa Tenggara Timur,Kab. Ngada,43825.66,25.0,10956.415,43825.66,0.0,7847.5,7847.5,0.0,0.0,0.0,1961.875,,,7847.5,7847.5,
2024,Nusa Tenggara Timur,Kab. Manggarai,54522.82,26.0,14175.933200000001,54522.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,8847.05,8740.84,
2024,Nusa Tenggara Timur,Kab. Sumba Timur,21792.78,35.0,7627.472999999999,21792.78,0.0,394.57,394.57,0.0,1.81,0.0,138.09949999999998,408.8,394.61,16790.0,16060.0,
2024,Nusa Tenggara Timur,Kab. Sumba Barat,22631.9,0.0,0.0,22631.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,9876.9,9876.9,
2024,Nusa Tenggara Timur,Kab. Lembata,25975.96,25.0,6493.99,25975.96,1.03,1896.95,1897.98,0.0,0.04,0.0,474.495,,,1887.05,1887.05,
2024,Nusa Tenggara Timur,Kab. Rote Ndao,21726.41,40.0,8690.564,21726.41,0.0,1037.7,1037.7,0.0,4.78,0.0,415.08000000000004,,,,,
2024,Nusa Tenggara Timur,Kab. Manggarai Barat,53050.56,29.0,15384.662399999997,53050.56,0.0,2463.06,2463.06,0.0,4.64,0.0,714.2873999999999,153.04000000000002,153.04000000000002,8395.0,6752.5,
2024,Nusa Tenggara Timur,Kab. Nagekeo,24010.72,26.31,6317.220432,24010.72,0.0,276.71,276.72,0.0,1.15,0.0,72.80503200000001,,,,,
2024,Nusa Tenggara Timur,Kab. Sumba Tengah,13210.37,19.0,2509.9703000000004,13210.37,1.1,227.03,228.13,1.1,1.73,0.20900000000000002,43.3447,,,3613.5,3613.5,
2024,Nusa Tenggara Timur,Kab. Sumba Barat Daya,58778.32,20.0,11755.664,58778.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2024,Nusa Tenggara Timur,Kab. Manggarai Timur,36449.48,30.0,10934.844000000001,36449.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1642.5,182.5,
2024,Nusa Tenggara Timur,Kab. Sabu Raijua,13838.9,25.0,3459.725,13838.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2024,Nusa Tenggara Timur,Kab. Malaka,27885.12,12.93,3605.546016,27885.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2024,Nusa Tenggara Timur,Kota Kupang,85160.34,12.0,10219.2408,56970.66,0.02,0.0,0.02,0.02,0.0,0.0024,0.0024,14.6,14.6,60236.11,59652.11,
2024,Nusa Tenggara Timur,Kota Kupang,85160.34,12.0,10219.2408,85160.34,0.0,6876.46,6876.46,0.0,8.07,0.0,825.1752,14.6,14.6,60236.11,59652.11,
2024,Nusa Tenggara Timur,Kota Kupang,85160.34,19.5,16606.2663,56970.66,0.02,0.0,0.02,0.02,0.0,0.0039000000000000003,0.0039000000000000003,14.6,14.6,60236.11,59652.11,
2024,Nusa Tenggara Timur,Kota Kupang,85160.34,19.5,16606.2663,85160.34,0.0,6876.46,6876.46,0.0,8.07,0.0,1340.9097000000002,14.6,14.6,60236.11,59652.11,
2024,Kalimantan Barat,Kab. Sambas,142551.7,25.0,35637.925,142551.7,7.64,15300.19,15307.83,0.0,1.1,0.0,3826.9575,,,30353.4,29860.65,
2024,Kalimantan Barat,Kab. Mempawah,30500.63,18.37,5602.965731,30500.63,1.08,4.0,5.08,0.0,0.01,0.0,0.933196,,,9345.82,9345.82,
2024,Kalimantan Barat,Kab. Sanggau,92630.43,7.1,6576.760529999999,92630.43,0.0,15.97,15.97,0.0,0.02,0.0,1.13387,481.81,10.59,21018.52,20836.02,
2024,Kalimantan Barat,Kab. Kapuas Hulu,50171.99,28.62,14359.223538,50171.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,9650.6,8920.6,
2024,Kalimantan Barat,Kab. Bengkayang,43650.93,0.0,0.0,43650.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,6504.3,6504.3,
2024,Kalimantan Barat,Kab. Landak,59797.95,28.0,16743.426,59797.95,227.76,0.0,227.76,227.76,0.38,63.772800000000004,63.772800000000004,,,9110.4,8853.07,
2024,Kalimantan Barat,Kab. Melawi,31769.6,46.8,14868.172799999998,31769.6,0.0,56.78,56.78,0.0,0.18,0.0,26.57304,,,5299.8,5299.8,
2024,Kalimantan Barat,Kab. Kayong Utara,24653.38,0.0,0.0,24653.38,0.0,815.61,815.61,0.0,3.31,0.0,0.0,2.03,1.66,6790.1,6622.2,
2024,Kalimantan Barat,Kab. Kubu Raya,161718.47,0.0,0.0,161718.47,0.0,49.79,49.79,0.0,0.03,0.0,0.0,119.74,49.79,26280.0,26280.0,
2024,Kalimantan Barat,Kota Pontianak,150366.28,0.0,0.0,150366.28,0.0,37895.74,37895.74,0.0,25.2,0.0,0.0,125.97,125.97,111879.8,111222.8,
2024,Kalimantan Barat,Kota Singkawang,35483.2,7.8,2767.6895999999997,35483.2,0.0,35347.0,35347.0,0.0,11.85,0.0,2757.066,,,31134.5,31134.5,
2024,Kalimantan Tengah,Kab. Kotawaringin Barat,51052.55,10.0,5105.255000000001,51052.55,16.42,41359.98,41376.4,14.24,15.8,1.4240000000000002,4137.64,,,32850.0,29017.5,
2024,Kalimantan Tengah,Kab. Kotawaringin Timur,87386.26,0.0,0.0,87386.26,0.0,464.65,464.65,0.0,0.53,0.0,0.0,1186.25,464.65,29200.0,27010.0,
2024,Kalimantan Tengah,Kab. Kapuas,77596.45,20.79,16132.301954999999,77596.45,0.0,10284.49,10284.49,0.0,1.93,0.0,2138.145471,682.81,648.0899999999999,8786.05,8590.55,
2024,Kalimantan Tengah,Kab. Barito Selatan,24813.8,29.0,7196.0019999999995,24813.8,0.0,1443.04,1443.04,0.0,5.82,0.0,418.48159999999996,23646.53,374.61,6467.8,6394.8,
2024,Kalimantan Tengah,Kab. Katingan,24722.91,14.34,3545.265294,24722.91,0.98,127.75,128.73,0.0,0.52,0.0,18.459881999999997,73.0,73.0,4632.58,4632.58,
2024,Kalimantan Tengah,Kab. Seruyan,31262.98,25.0,7815.745,31262.98,0.0,254.41,254.41,0.0,0.81,0.0,63.6025,,,5299.8,5045.39,
2024,Kalimantan Tengah,Kab. Sukamara,9406.93,0.0,0.0,9406.93,0.0,2749.9,2749.9,0.0,22.81,0.0,0.0,1960.06,1561.35,603.82,355.95,
2024,Kalimantan Tengah,Kab. Gunung Mas,35908.88,50.0,17954.44,35908.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3577.0,3577.0,
2024,Kalimantan Tengah,Kab. Pulang Pisau,25221.5,25.13,6338.162949999999,25221.5,600.0,1199.57,1799.57,0.0,4.76,0.0,452.23194099999995,10.95,10.95,1547.23,1535.37,
2024,Kalimantan Tengah,Kab. Barito Timur,17127.55,37.0,6337.193499999999,17127.55,0.0,294.4,294.4,0.0,1.72,0.0,108.928,255.5,255.5,4843.55,4758.87,
2024,Kalimantan Tengah,Kota Palangkaraya,58491.25,19.74,11546.17275,58491.25,1156.52,56204.37,57360.89,1065.8,26.9,210.38891999999998,11323.039686,581.8399999999999,576.36,41537.0,40730.35,
2024,Kalimantan Selatan,Kab. Tanah Laut,53161.08,0.0,0.0,53161.08,540.79,13287.46,13828.25,0.0,0.11,0.0,0.0,62.05,55.66,13231.25,12964.8,
2024,Kalimantan Selatan,Kab. Kotabaru,66175.43,28.0,18529.1204,66175.43,0.0,12049.1,12049.1,0.0,1.64,0.0,3373.7480000000005,27.3,27.3,10950.0,10950.0,
2024,Kalimantan Selatan,Kab. Banjar,133381.04,30.0,40014.312,133381.04,0.0,47460.14,47460.14,0.0,19.16,0.0,14238.042,26245.73,7674.52,71175.0,70400.47,
2024,Kalimantan Selatan,Kab. Barito Kuala,36602.13,12.0,4392.2555999999995,36602.13,2118.13,24506.23,26624.36,1978.67,26.24,237.4404,3194.9231999999997,1204.5,1000.11,16881.25,15512.5,
2024,Kalimantan Selatan,Kab. Tapin,28892.38,30.5,8812.1759,28892.38,28.8,22669.28,22698.07,22.12,18.08,6.7466,6922.911349999999,1701.27,1246.19,17468.9,16483.4,
2024,Kalimantan Selatan,Kab. Hulu Sungai Selatan,35624.29,25.35,9030.757515000001,35624.29,82.38,25933.27,26015.65,55.85,22.75,14.157975,6594.967275000001,15494.25,5448.18,17885.0,17228.0,
2024,Kalimantan Selatan,Kab. Hulu Sungai Tengah,48975.7,15.91,7792.033869999999,48975.7,7.0,28294.85,28301.86,1.93,14.54,0.307063,4502.8259259999995,7881.57,314.71000000000004,21173.65,21126.18,
2024,Kalimantan Selatan,Kab. Hulu Sungai Utara,34609.15,12.6,4360.7529,34609.15,0.0,20.3,20.3,0.0,0.06,0.0,2.5578000000000003,5.3,5.01,16746.2,16405.37,
2024,Kalimantan Selatan,Kab. Tabalong,43092.79,24.0,10342.2696,43092.79,25.32,33883.96,33909.28,0.0,4.35,0.0,8138.227199999999,2023.95,333.48,31609.0,30295.0,
2024,Kalimantan Selatan,Kab. Tanah Bumbu,64117.18,12.3,7886.413140000001,64117.18,0.01,59653.45,59653.46,0.0,19.52,0.0,7337.375580000001,3619.95,705.55,47059.45,47052.2,
2024,Kalimantan Selatan,Kab. Balangan,21452.55,15.84,3398.0839199999996,21452.55,50.92,4259.32,4310.25,49.44,20.09,7.831295999999999,682.7435999999999,370947.68,3595.1,15365.62,12481.21,
2024,Kalimantan Selatan,Kota Banjarmasin,173647.25,0.0,0.0,173647.25,0.0,48339.01,48339.01,0.0,22.26,0.0,0.0,207181.24,7809.88,132564.71,130974.04000000001,
2024,Kalimantan Selatan,Kota Banjarbaru,69690.95,23.9,16656.137049999998,69690.95,21.77,239592.84,239614.61,21.72,271.62,5.1910799999999995,57267.891789999994,70.08,70.08,50209.4,49723.95,
2024,Kalimantan Timur,Kab. Paser,46341.67,17.02,7887.352233999999,46341.67,115.84,34028.07,34143.92,0.0,12.23,0.0,5811.295184,3927.79,437.46000000000004,34499.02,34168.69,
2024,Kalimantan Timur,Kab. Kutai Kartanegara,136061.62,18.61,25321.067482,136061.62,285.43,16048.53,16333.96,285.43,12.0,53.118522999999996,3039.7499559999997,5487.78,4716.55,80982.55,77332.55,
2024,Kalimantan Timur,Kab. Berau,54568.41,26.47,14444.258127000001,54568.41,120.62,36152.98,36273.6,47.06,10.73,12.456782,9601.62192,176.51,171.94,30347.19,30310.69,
2024,Kalimantan Timur,Kab. Kutai Barat,27240.83,22.0,5992.9826,27240.83,0.0,209.39,209.39,0.0,0.77,0.0,46.065799999999996,,,10061.23,10061.23,
2024,Kalimantan Timur,Kab. Kutai Timur,81915.13,0.0,0.0,81915.13,9.6,7337.06,7346.66,0.0,8.78,0.0,0.0,,,37393.7,37393.7,
2024,Kalimantan Timur,Kab. Penajam Paser Utara,36877.23,29.83,11000.477709,36877.23,1.63,23335.91,23337.54,0.0,12.69,0.0,6961.588182,46.51,46.51,18655.15,18490.54,
2024,Kalimantan Timur,Kab. Mahakam Ulu,6888.69,0.0,0.0,6888.69,0.0,91.25,91.25,0.0,1.32,0.0,0.0,,,,,
2024,Kalimantan Timur,Kota Balikpapan,197352.8,7.2,14209.401600000001,197352.8,806.8,191948.52,192755.32,789.02,26.42,56.80944,13878.383040000002,,,140605.3,128789.48,
2024,Kalimantan Timur,Kota Samarinda,225152.99,0.0,0.0,225152.99,171.83,33271.19,33443.02,0.0,14.78,0.0,0.0,60.6,60.59,177992.26,177992.26,
2024,Kalimantan Timur,Kota Bontang,39206.17,18.0,7057.110599999999,39206.17,358.8,38258.57,38617.37,358.8,27.54,64.584,6951.1266000000005,884.04,884.04,27820.3,27384.86,
